amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,source,source_type,source_class,waterpoint_type
0,Feb-201,Government Of Tanzania,1395,District council,37.61087069,-3.16465937,Kwa Cosma Matolo,Pangani,Rare,Kilimanjaro,3,1,Rombo,Rare,1,TRUE,Company,Mrao water supPly,TRUE,1974,gravity,gravity,gravity,company,commercial,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
500,Apr-201,Danida,1774,DWE,34.56891594,-9.15669738,Shuleni,Rufiji,Rare,Iringa,11,4,Njombe,Imalinyi,350,TRUE,WUA,imalinyi water supply schem,TRUE,1993,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,river,river/lake,surface,communal standpipe
0,Aug-201,Hesawa,1224,DWE,33.06166966,-2.07928207,Mviringo,Lake Victoria,Mviringo,Mwanza,19,1,Ukerewe,Rare,300,TRUE,Rare,,TRUE,1992,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
50,Feb-201,Private Individual,23,Da,38.85019173,-6.58505723,Kidoto,Wami / Ruvu,Rare,Pwani,6,1,Bagamoyo,Rare,10,FALSE,Company,Bagamoyo Wate,TRUE,2010,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Feb-201,Rare,1680,Rare,35.48891134,-4.39426405,Rare,Internal,Rare,Manyara,21,2,Hanang,Rare,268,TRUE,VWC,Kijiji,TRUE,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Jul-201,Hesawa,0,DWE,31.5131967,-1.55346015,Kwa Stanslaus Pascal,Lake Victoria,Rare,Kagera,18,2,Bukoba Rural,Rare,0,TRUE,VWC,,TRUE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,other
0,Apr-201,Tasaf,0,DWE,35.82467482,-4.45582512,Kwa Kudomi,Internal,Rare,Dodoma,1,1,Kondoa,Rare,0,TRUE,VWC,Kise,FALSE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,26,Rare,39.17545846,-6.97277246,Rare,Wami / Ruvu,Rare,Dar es Salaam,7,2,Ilala,Rare,400,Missing,VWC,,FALSE,1970,other,other,other,vwc,user-group,Rare,Rare,unknown,unknown,dry,shallow well,shallow well,groundwater,other
2500,Mar-201,Shipo,1526,Rare,34.7350504,-8.90212873,Kwa Anastazia Lulimo,Rufiji,Rare,Iringa,11,4,Njombe,Rare,65,TRUE,VWC,Mtikanga gravity Scheme,TRUE,2010,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Feb-201,Rare,75,Rare,39.07259375,-7.64370722,Lusungu,Rufiji,Rare,Pwani,60,53,Rufiji,Rare,1,TRUE,VWC,,TRUE,2004,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Aug-201,Rare,0,Rare,32.45564953,-2.41890849,Rare,Lake Victoria,Kamuzizi,Mwanza,19,5,Sengerema,Rare,0,TRUE,VWC,None,FALSE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,dry,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,DWE,31.48521696,-3.00631523,Rare,Lake Tanganyika,Karuguyu A,Kagera,18,4,Biharamulo,Rare,0,TRUE,VWC,,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Rare,215,DWE,38.78711136,-5.10646722,Rare,Pangani,Rare,Tanga,4,3,Muheza,Rare,160,TRUE,VWC,Mabula mountains spr,FALSE,1999,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,spring,spring,groundwater,communal standpipe
0,Feb-201,Rare,435,Rare,37.13911746,-6.78713113,Rare,Wami / Ruvu,Rare,Morogoro,5,1,Kilosa,Rare,50,TRUE,WUA,,TRUE,2010,nira/tanira,nira/tanira,handpump,wua,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Omari Abdallah,1060.32,Omari Abdallah,38.97074551,-5.43011434,Kwa Omari Abdallah,Pangani,Rare,Tanga,4,5,Pangani,Rare,50,TRUE,VWC,,FALSE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,shallow well,shallow well,groundwater,other
50,Oct-201,Rare,1153,Rare,34.15381373,-1.62666813,Rare,Lake Victoria,Rare,Mara,20,3,Musoma Rural,Rare,320,TRUE,VWC,,TRUE,2002,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe multiple
0,Mar-201,World Vision,1401,Community,36.79002604,-3.34824697,Aminiel Siriyatu,Pangani,Rare,Arusha,2,7,Meru,Rare,120,TRUE,VWC,Seela Sing'isi gravity water supply,TRUE,1998,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe
4000,Mar-201,Dhv,334,DWE,37.8779385,-6.89830467,Kwa Ng`Amba,Wami / Ruvu,Rare,Morogoro,5,2,Morogoro Rural,Rare,1,TRUE,VWC,,TRUE,1997,other,other,other,vwc,user-group,pay annually,annually,unknown,unknown,dry,shallow well,shallow well,groundwater,other
4000,Feb-201,Rare,1934,Rare,35.87468306,-8.22661903,Rare,Rufiji,Rare,Iringa,11,7,Kilolo,Rare,50,TRUE,VWC,Bomala,TRUE,2003,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,river,river/lake,surface,communal standpipe
0,Jan-201,Rare,1899,Rare,31.67088744,-8.13321465,Rare,Lake Rukwa,Garilaya,Rukwa,15,4,Sumbawanga Urban,Rare,450,TRUE,VWC,Mradi wa maji wa pito,TRUE,2012,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
0,Oct-201,Rare,0,Rare,33.35989009,-4.01631762,Singaile,Internal,Sokoni,Tabora,14,2,Igunga,Rare,0,TRUE,Water authority,World Bank,FALSE,1987,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Jul-201,Rare,0,Rare,31.58142738,-1.86993623,Kakatera,Lake Victoria,Rare,Kagera,18,3,Muleba,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,improved spring
0,Feb-201,Rare,1380,Rare,38.00230131,-4.24498685,Kwa Mzee Mlonga,Pangani,Kiteshe,Kilimanjaro,3,3,Same,Rare,45,TRUE,VWC,Mvango Water Supply,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Jan-201,Wateraid,1516,Rare,34.74265495,-4.76996726,Rare,Internal,Rare,Singida,13,4,Singida Urban,Rare,1,TRUE,WUG,,TRUE,2005,mono,mono,motorpump,wug,user-group,never pay,never pay,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
0,Oct-201,Dwsp,0,Rare,33.28533987,-3.82159002,Rare,Internal,Rare,Shinyanga,17,3,Shinyanga Rural,Rare,0,TRUE,WUG,,TRUE,1987,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
1500,Jan-201,Rare,1068,DWE,35.31772142,-10.52199182,Kwa Eliza,Ruvuma / Southern Coast,Rare,Ruvuma,10,2,Songea Rural,Rare,0,TRUE,VWC,,TRUE,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,dry,shallow well,shallow well,groundwater,hand pump
0,Apr-201,Rare,0,Rare,33.80273776,-9.37364239,Rare,Lake Nyasa,Rare,Mbeya,12,4,Rungwe,Rare,0,TRUE,VWC,K,Missing,1987,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,river,river/lake,surface,communal standpipe
500,Feb-201,Danida,1978,Commu,34.20790484,-9.39701611,Rare,Lake Nyasa,Rare,Iringa,11,3,Makete,Rare,0,TRUE,VWC,Usagat,FALSE,1994,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Water,0,Commu,36.35263424,-5.95969652,Kwa Janeti,Wami / Ruvu,Rare,Dodoma,1,3,Kongwa,Rare,0,TRUE,VWC,Msun,TRUE,1987,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,dry,machine dbh,borehole,groundwater,communal standpipe multiple
0,Apr-201,Rare,0,Rare,33.70026124,-8.74178246,Kwa Mzee Daimond,Rufiji,Mashamba,Mbeya,12,7,Mbarali,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
50,Mar-201,Rare,682,DWE,35.69868658,-7.18067447,Rare,Rufiji,Rare,Iringa,11,1,Iringa Rural,Rare,1,TRUE,VWC,Izazi,TRUE,2007,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Jan-201,District Council,304,Rare,39.1198517,-9.9196234,Namboni,Ruvuma / Southern Coast,Rare,Lindi,80,53,Ruangwa,Rare,680,TRUE,WUA,Mandawa,TRUE,1975,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jan-201,Norad,1261,RWE,30.91761558,-3.32309578,Richard Kisamnobo,Lake Tanganyika,Kasemu,Kigoma,16,1,Kibondo,Rare,300,TRUE,VWC,Kabingo/kiobela gravity  water supply,FALSE,1993,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,521,RWE,37.53143985,-6.93573167,Kwa Mtimi,Wami / Ruvu,Rare,Morogoro,5,6,Mvomero,Rare,1,TRUE,VWC,Mongwa r,TRUE,1971,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
3000,Mar-201,Danida,882,DANID,35.3612439,-7.62454489,Rare,Rufiji,Mtakuja,Iringa,11,1,Iringa Rural,Rare,1,TRUE,VWC,Mlowa,TRUE,1992,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Apr-201,World Bank,0,Commu,35.62858551,-6.28577344,Rare,Internal,Rare,Dodoma,1,5,Dodoma Urban,Rare,0,TRUE,VWC,Mbab,FALSE,1987,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
4700,Jun-201,Rare,1213,Rare,35.23957215,-9.07944826,Kwa Florence Mlelwa,Rufiji,Rare,Iringa,11,4,Njombe,Rare,75,TRUE,VWC,Ikondo electrical water sch,TRUE,1986,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,river,river/lake,surface,communal standpipe
0,Apr-201,Government Of Tanzania,0,DWE,35.93729164,-6.13703206,Kwa Tanu,Wami / Ruvu,Rare,Dodoma,1,5,Dodoma Urban,Rare,0,TRUE,VWC,Mtum,FALSE,1987,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe
500,Feb-201,Wateraid,1212,DWE,35.87421795,-4.32606664,Rare,Internal,Quash,Manyara,21,1,Babati,Rare,720,TRUE,VWC,,TRUE,2011,nira/tanira,nira/tanira,handpump,vwc,user-group,pay annually,annually,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Aug-201,Rare,0,Rare,31.62690588,-1.6220301,Kononi,Lake Victoria,Bulili,Kagera,18,3,Muleba,Rare,0,TRUE,VWC,,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Rare,1533,Rare,34.67099621,-1.89236667,Rare,Lake Victoria,Rare,Mara,20,2,Serengeti,Rare,500,Missing,Other,,TRUE,2008,afridev,afridev,handpump,wug,user-group,Rare,Rare,salty,salty,dry,machine dbh,borehole,groundwater,hand pump
500,Jan-201,Norad,1039,RWE,29.73960041,-4.72818944,Kwa Mzee Nkulie,Lake Tanganyika,Rare,Kigoma,16,3,Kigoma Rural,Rare,100,TRUE,VWC,Mkongoro One,TRUE,1982,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,river,river/lake,surface,communal standpipe multiple
0,Jan-201,Government Of Tanzania,1360,DWE,30.72502257,-3.62003202,Ndemeka,Lake Tanganyika,Rare,Kigoma,16,1,Kibondo,Rare,350,TRUE,VWC,,TRUE,2011,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,improved spring
0,Feb-201,Dwsp,0,DWE,34.89,-6.37,Mwabayands,Lake Victoria,Rare,Shinyanga,17,1,Bariadi,Rare,0,Missing,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jan-201,Government Of Tanzania,847,Government,37.61021123,-9.93662457,Kwa Mzee Mpyagila,Ruvuma / Southern Coast,Ndutu,Lindi,80,43,Liwale,Rare,250,Missing,VWC,,TRUE,1989,other,other,other,vwc,user-group,Rare,Rare,soft,good,dry,shallow well,shallow well,groundwater,other
0,Mar-201,Rare,302,Rare,35.8187659,-8.77985144,Kwasweveta,Rufiji,Rare,Morogoro,5,3,Kilombero,Rare,450,TRUE,Rare,,TRUE,1996,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,Rare,30.59784314,-2.65562997,Mkifunzo,Lake Victoria,Rare,Kagera,18,30,Ngara,Rare,0,TRUE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Oct-201,World Bank,0,Rare,33.9953324,-4.12184327,Rare,Internal,Ukimbizi,Tabora,14,2,Igunga,Rare,0,TRUE,Water authority,World Bank,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,dam,dam,surface,communal standpipe multiple
0,Jul-201,Hesawa,0,HESAWA,30.70203956,-2.53860355,Rare,Lake Victoria,Rare,Kagera,18,30,Ngara,Rare,0,TRUE,VWC,Kumubila and mkalinzi  spring source,FALSE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
50,Jan-201,Jaica,64,Rare,39.86386189,-10.21619826,Kwa Fundi Mtimbe,Ruvuma / Southern Coast,Rare,Lindi,80,23,Lindi Rural,Rare,1,TRUE,WUA,JAICA Borehole Scheme,FALSE,2006,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe multiple
0,Jul-201,Danida,0,Central government,33.8891648,-9.63860085,Ikolo Secondary School,Lake Nyasa,Rare,Mbeya,12,3,Kyela,Rare,0,TRUE,VWC,Ngana water supplied scheme,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Oct-201,Jica,0,Rare,32.87216985,-3.6467569,Kizungu Shuleni,Lake Victoria,Kizungu Center,Shinyanga,17,3,Shinyanga Rural,Rare,0,FALSE,Parastatal,,TRUE,1987,other,other,other,parastatal,parastatal,never pay,never pay,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Mar-201,Adra,1653,Rare,36.82471065,-3.30333931,Geremaya,Pangani,Rare,Arusha,2,7,Meru,Rare,98,TRUE,VWC,Maambreni gravity water supply,TRUE,2001,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Oct-201,Dwe,0,DWE,31.96420126,-4.54108878,Zahanati,Lake Tanganyika,Uskimu,Tabora,14,4,Urambo,Rare,0,TRUE,VWC,Uhindi water supply,TRUE,1987,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Mar-201,Rare,0,DWE,35.86553905,-4.682828,Kwa Chobu,Internal,Rare,Dodoma,1,1,Kondoa,Rare,0,TRUE,VWC,Mnen,FALSE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,325,RWE,37.68262152,-6.17524094,Kwa Madangala,Wami / Ruvu,Kchangani A,Morogoro,5,6,Mvomero,Rare,1,TRUE,VWC,,TRUE,1981,other,other,other,vwc,user-group,never pay,never pay,salty,salty,seasonal,shallow well,shallow well,groundwater,other
0,Mar-201,Rc Church,2146,Rare,34.56220216,-9.31905801,Rare,Rufiji,Rare,Iringa,11,4,Njombe,Igosi,20,TRUE,VWC,MAKOGA WATER SUPPLY,FALSE,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Oct-201,Dwe,0,DWE,32.97724794,-4.06457245,Udundya,Internal,Udundya,Tabora,14,1,Nzega,Rare,0,FALSE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,unknown,unknown,seasonal,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Rare,1433,Rare,34.98076259,-4.10330644,Kwa Asheli Andrea,Internal,Rare,Manyara,21,3,Mbulu,Rare,233,TRUE,VWC,,TRUE,1997,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Aug-201,Rare,0,Rare,33.51825575,-2.53211036,Kwa Kanyelema,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
30,Feb-201,Rare,933,Rare,36.98788292,-3.56431224,Rare,Pangani,Rare,Manyara,21,4,Simanjiro,Rare,300,TRUE,Water authority,Mirerani pipe scheme,TRUE,2000,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Jul-201,Kkkt,0,DWE,30.88725672,-1.57151636,Rare,Lake Victoria,Rare,Kagera,18,1,Karagwe,Rare,0,TRUE,VWC,Chongera water su,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,spring,spring,groundwater,communal standpipe
100,Jan-201,Government Of Tanzania,1088,DWE,30.24814956,-4.78673408,Rare,Lake Tanganyika,Rare,Kigoma,16,2,Kasulu,Rare,1500,TRUE,Water authority,,FALSE,1985,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,shallow well,shallow well,groundwater,other
0,Jul-201,Government Of Tanzania,0,DWE,31.18121183,-1.70048919,Kwakashono,Lake Victoria,Rare,Kagera,18,1,Karagwe,Rare,0,TRUE,VWC,Kibogoizi water s,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Feb-201,Rare,1060.32,Rare,39.62990698,-7.94685077,Rare,Rufiji,Rare,Pwani,60,63,Mafia,Rare,260,TRUE,VWC,,FALSE,1987,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
300,Feb-201,Germany Republi,1342,CES,37.20713571,-3.22703813,Kwa Anj Shangani,Pangani,Rare,Kilimanjaro,3,5,Hai,Rare,10,TRUE,Water Board,Uroki-Bomang'ombe water sup,TRUE,1995,gravity,gravity,gravity,water board,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe
0,May-201,Kkkt,1721,Community,36.78393406,-3.3196286,Seuri Dukani,Pangani,Rare,Arusha,2,7,Meru,Rare,250,TRUE,VWC,Shongololo gravity water supply,TRUE,2007,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
0,Mar-201,Kkkt,0,KKKT,32.81639942,-9.14784051,Simboowe,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,TRUE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Apr-201,Government Of Tanzania,0,Government,33.20446363,-8.05876867,Rare,Lake Rukwa,Mtakuja,Mbeya,12,1,Chunya,Rare,0,TRUE,VWC,,TRUE,1987,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Apr-201,Danida,0,DWE,32.95513912,-9.07571452,Ifungo Shuleni,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Jul-201,Rare,0,DWE,32.91688079,-2.62385336,Rare,Lake Victoria,Rare,Mwanza,19,3,Ilemela,Rare,0,TRUE,VWC,None,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Netherlands,0,DWE,33.70425926,-3.28863153,Hekima Group,Internal,Rare,Shinyanga,17,2,Maswa,Rare,0,TRUE,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Hifab,0,Hesawa,33.51557455,-3.00260037,Mwanholo,Lake Victoria,Mwanholo,Mwanza,19,4,Kwimba,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
1000,Mar-201,Rare,1695,DWE,34.45950236,-9.76037403,Rare,Lake Nyasa,Rare,Iringa,11,5,Ludewa,Rare,55,TRUE,VWC,Japan,FALSE,2004,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Jul-201,Danida,0,DANIDA,32.67672146,-8.83788589,Riziki Mwahayonga,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,FALSE,VWC,,FALSE,1987,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Jul-201,Rare,0,Rare,32.99424666,-2.49080182,Rare,Lake Victoria,Rare,Mwanza,19,8,Ilemela,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
50,Feb-201,Amref,88,AMREF,39.20451836,-7.11954085,Hamis Yusuf,Wami / Ruvu,Rare,Pwani,60,43,Mkuranga,Rare,4208,FALSE,Private operator,,FALSE,2004,nira/tanira,nira/tanira,handpump,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Rare,1394,Rare,36.8779963,-6.31696948,Rare,Wami / Ruvu,Rare,Morogoro,5,1,Kilosa,Rare,270,TRUE,VWC,Ru,TRUE,1967,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
450,Dec-201,Germany Republi,1623,CES,37.19671089,-3.19030528,Kwa Shadrack Kweka,Pangani,Rare,Kilimanjaro,3,5,Hai,Rare,110,TRUE,Water Board,Uroki-Bomang'ombe water sup,TRUE,1995,gravity,gravity,gravity,water board,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
1000,Feb-201,Rare,1565,Rare,34.8997071,-4.46214025,Rare,Internal,Rare,Singida,13,2,Singida Rural,Rare,300,TRUE,VWC,,Missing,1990,nira/tanira,nira/tanira,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
